Country_Code,Year,Total_Docs_OA
ECU,2003,359
VGB,2003,333
BEN,2003,331
MDA,2003,323
BIH,2003,320
MOZ,2003,273
TJK,2003,272
ZMB,2003,272
JAM,2003,255
NER,2003,255
MNG,2003,248
BDI,2003,238
BWA,2003,225
GTM,2003,224
MLT,2003,221
BFA,2003,220
MWI,2003,213
MLI,2003,210
SLV,2003,208
SDN,2003,199
KHM,2003,192
SYR,2003,189
IRQ,2003,179
TTO,2003,178
REU,2003,173
PSE,2003,171
BHR,2003,166
PRY,2003,155
DOM,2003,154
MNE,2003,149
MDG,2003,143
GLP,2003,135
RWA,2003,127
NIC,2003,126
MAC,2003,125
BRN,2003,122
YEM,2003,119
ALB,2003,118
GMB,2003,107
GUF,2003,104
BRB,2003,103
COG,2003,103
PNG,2003,102
FJI,2003,94
HND,2003,93
MUS,2003,92
TGO,2003,87
NCL,2003,83
COD,2003,81
GAB,2003,80
BLZ,2003,77
LAO,2003,76
LBY,2003,74
GNB,2003,72
MDV,2003,66
AGO,2003,65
MCO,2003,63
STP,2003,62
NAM,2003,61
KGZ,2003,56
CUW,2003,55
GUM,2003,54
TCD,2003,54
BMU,2003,49
SOM,2003,46
PYF,2003,45
GIN,2003,43
AFG,2003,38
GRL,2003,34
CAF,2003,32
ERI,2003,31
MTQ,2003,31
LIE,2003,30
SWZ,2003,28
SLE,2003,27
PRK,2003,26
MRT,2003,25
FRO,2003,24
GIB,2003,23
CPV,2003,22
LSO,2003,22
TKM,2003,22
VIR,2003,22
BHS,2003,21
SYC,2003,21
FLK,2003,20
GRD,2003,18
LBR,2003,17
VAT,2003,17
IMN,2003,16
ASM,2003,15
FSM,2003,15
HTI,2003,15
CYM,2003,15
JEY,2003,12
VUT,2003,12
WSM,2003,12
DJI,2003,11
KNA,2003,11
USA,1998,418939
GBR,1998,114463
JPN,1998,104509
DEU,1998,94633
FRA,1998,73126
CAN,1998,48225
ITA,1998,39856
AUS,1998,32265
CHN,1998,29782
ESP,1998,29745
NLD,1998,26657
RUS,1998,23183
IND,1998,20310
SWE,1998,18427
CHE,1998,18413
BRA,1998,18264
POL,1998,17822
BEL,1998,15909
KOR,1998,14466
ISR,1998,12193
TWN,1998,11420
MEX,1998,9820
DNK,1998,9611
AUT,1998,9455
FIN,1998,8272
NOR,1998,7124
CZE,1998,6925
GRC,1998,6688
TUR,1998,5867
NZL,1998,5677
HKG,1998,5508
HUN,1998,5498
ZAF,1998,5179
ARG,1998,5082
IRL,1998,4349
SGP,1998,4189
UKR,1998,4142
PRT,1998,4071
CHL,1998,3123
EGY,1998,3064
SVK,1998,2870
BGR,1998,2529
ROU,1998,2390
COL,1998,2120
HRV,1998,1981
SVN,1998,1886
THA,1998,1748
SAU,1998,1679
TUN,1998,1606
CUB,1998,1558
VEN,1998,1489
MAR,1998,1486
PAK,1998,1468
SRB,1998,1422
MYS,1998,1326
IRN,1998,1263
BLR,1998,1115
NGA,1998,1087
PER,1998,985
IDN,1998,973
PRI,1998,819
PHL,1998,807
EST,1998,741
KEN,1998,739
LTU,1998,729
BGD,1998,713
LVA,1998,672
DZA,1998,656
KWT,1998,639
VNM,1998,614
CRI,1998,525
JOR,1998,497
ARM,1998,482
URY,1998,445
SSD,1998,427
UZB,1998,402
ARE,1998,395
ETH,1998,395
CMR,1998,384
LKA,1998,380
GHA,1998,377
ISL,1998,366
ZWE,1998,344
TZA,1998,336
CYP,1998,324
LBN,1998,321
UGA,1998,320
QAT,1998,308
LUX,1998,300
GEO,1998,298
NPL,1998,282
BOL,1998,281
TJK,1998,280
CIV,1998,275
KAZ,1998,256
PAN,1998,245
OMN,1998,235
NER,1998,231
ECU,1998,230
MMR,1998,230
VGB,1998,213
GTM,1998,202
SEN,1998,202
JAM,1998,196
AZE,1998,194
MLI,1998,180
MDA,1998,176
BDI,1998,173
SDN,1998,159
MOZ,1998,158
MLT,1998,145
MKD,1998,144
BFA,1998,137
ZMB,1998,136
SLV,1998,134
BWA,1998,132
MNG,1998,131
KHM,1998,129
REU,1998,126
TTO,1998,118
DOM,1998,117
SYR,1998,117
MWI,1998,108
PRY,1998,108
GLP,1998,101
ALB,1998,100
BIH,1998,95
BHR,1998,94
BEN,1998,86
PNG,1998,86
BLZ,1998,77
YEM,1998,76
HND,1998,74
GMB,1998,71
BRN,1998,67
IRQ,1998,67
NIC,1998,66
PSE,1998,63
GAB,1998,59
LBY,1998,58
BRB,1998,56
MDG,1998,56
GUF,1998,55
NCL,1998,53
COD,1998,51
GNB,1998,48
LAO,1998,46
TGO,1998,45
MCO,1998,44
NAM,1998,42
CUW,1998,39
PYF,1998,38
MUS,1998,37
FJI,1998,33
MTQ,1998,33
GIN,1998,32
GUM,1998,32
MNE,1998,31
COG,1998,26
MAC,1998,26
SWZ,1998,26
GIB,1998,25
RWA,1998,25
SOM,1998,25
AGO,1998,24
IMN,1998,24
BHS,1998,22
TKM,1998,21
VIR,1998,20
BMU,1998,19
GRL,1998,19
KGZ,1998,19
ERI,1998,18
LSO,1998,18
STP,1998,15
CAF,1998,14
SLE,1998,14
JEY,1998,13
LIE,1998,13
ALA,1998,11
KNA,1998,11
MDV,1998,11
FRO,1998,10
GUY,1998,10
MRT,1998,10
MSR,1998,9
AFG,1998,8
ASM,1998,8
SYC,1998,8
SJM,1998,8
VAT,1998,8
AND,1998,7
FLK,1998,7
HTI,1998,7
ATG,1998,6
GRD,1998,6
PRK,1998,6
LBR,1998,6
SMR,1998,6
USA,2008,767516
CHN,2008,522181
GBR,2008,200008
DEU,2008,181289
FRA,2008,170802
JPN,2008,160393
CAN,2008,103087
ITA,2008,89903
ESP,2008,78620
BRA,2008,73037
AUS,2008,72658
IND,2008,62540
KOR,2008,57866
NLD,2008,53329
RUS,2008,46886
CHE,2008,40704
POL,2008,40296
TWN,2008,38424
BEL,2008,37167
SWE,2008,32582
TUR,2008,25410
MEX,2008,23000
AUT,2008,22076
IRN,2008,21377
ISR,2008,21069
DNK,2008,20784
GRC,2008,19906
CZE,2008,17108
PRT,2008,17082
FIN,2008,16581
NOR,2008,15902
HKG,2008,15271
SGP,2008,14325
ARG,2008,13418
ZAF,2008,13399
IRL,2008,13395
NZL,2008,13112
HUN,2008,11275
COL,2008,10790
CHL,2008,9393
ROU,2008,9361
EGY,2008,9093
MYS,2008,9004
THA,2008,8552
UKR,2008,8312
HRV,2008,7245
IDN,2008,6572
SVK,2008,6183
BGR,2008,6078
SVN,2008,5652
PAK,2008,5496
TUN,2008,5115
SRB,2008,4811
VEN,2008,4509
NGA,2008,4354
DZA,2008,3746
CUB,2008,3741
MAR,2008,3357
SAU,2008,3354
PER,2008,2997
BGD,2008,2678
VNM,2008,2677
LTU,2008,2423
EST,2008,2243
KEN,2008,2170
BLR,2008,2146
PHL,2008,2040
PRI,2008,1923
TJK,2008,1886
LVA,2008,1821
LUX,2008,1785
ARE,2008,1739
JOR,2008,1662
ETH,2008,1579
URY,2008,1490
CYP,2008,1463
CRI,2008,1455
LBN,2008,1453
IRQ,2008,1393
LKA,2008,1365
TZA,2008,1285
KWT,2008,1216
GHA,2008,1197
UGA,2008,1172
QAT,2008,1164
NPL,2008,1115
ISL,2008,1038
CMR,2008,1018
ARM,2008,989
BOL,2008,918
KAZ,2008,840
ECU,2008,820
OMN,2008,754
MKD,2008,718
UZB,2008,699
SEN,2008,685
BIH,2008,682
MNG,2008,644
SSD,2008,637
AZE,2008,623
PAN,2008,622
CIV,2008,605
MOZ,2008,582
BEN,2008,557
REU,2008,544
BFA,2008,530
MDA,2008,510
GEO,2008,504
ZWE,2008,473
VGB,2008,466
MAC,2008,463
MMR,2008,458
SDN,2008,438
MLI,2008,417
MWI,2008,404
ZMB,2008,403
MLT,2008,395
JAM,2008,391
BDI,2008,383
SYR,2008,358
BWA,2008,350
GTM,2008,346
NER,2008,345
PSE,2008,318
KHM,2008,312
LBY,2008,308
NIC,2008,304
YEM,2008,303
TTO,2008,297
GLP,2008,282
PRY,2008,279
MDG,2008,278
BHR,2008,253
ALB,2008,239
MNE,2008,236
COG,2008,220
BRN,2008,207
SLV,2008,193
COD,2008,191
RWA,2008,189
DOM,2008,178
FJI,2008,170
NCL,2008,162
GMB,2008,153
MUS,2008,148
PNG,2008,145
STP,2008,131
MDV,2008,130
GUF,2008,129
HND,2008,128
LAO,2008,126
KGZ,2008,125
BRB,2008,124
GAB,2008,122
BLZ,2008,114
GRD,2008,111
NAM,2008,104
TGO,2008,104
BHS,2008,103
MCO,2008,102
LIE,2008,100
CUW,2008,86
PYF,2008,85
MTQ,2008,84
AGO,2008,81
BMU,2008,74
GUM,2008,67
SOM,2008,66
GNB,2008,60
LSO,2008,56
GIN,2008,52
AFG,2008,50
CYM,2008,50
SWZ,2008,49
LBR,2008,46
GIB,2008,42
CAF,2008,41
CPV,2008,39
GRL,2008,39
SYC,2008,39
ASM,2008,37
PRK,2008,37
SLE,2008,36
KNA,2008,35
HTI,2008,32
FRO,2008,30
TCD,2008,29
IMN,2008,28
ERI,2008,27
ATG,2008,25
VIR,2008,25
MRT,2008,24
JEY,2008,23
SMR,2008,22
VAT,2008,21
BTN,2008,19
SJM,2008,19
FLK,2008,18
GNQ,2008,18
USA,2009,778948
CHN,2009,590333
GBR,2009,213688
DEU,2009,187393
FRA,2009,179403
JPN,2009,160822
CAN,2009,111445
ITA,2009,95636
ESP,2009,87796
BRA,2009,81815
AUS,2009,79982
IND,2009,71118
KOR,2009,64651
NLD,2009,58943
RUS,2009,58158
POL,2009,45641
CHE,2009,43658
TWN,2009,40454
BEL,2009,39115
SWE,2009,35268
TUR,2009,28014
MEX,2009,26497
AUT,2009,25954
IRN,2009,25353
DNK,2009,23484
ISR,2009,21410
GRC,2009,20150
PRT,2009,19052
CZE,2009,18662
NOR,2009,18342
FIN,2009,18039
HKG,2009,16233
SGP,2009,15841
IRL,2009,15172
ARG,2009,14901
ZAF,2009,14722
NZL,2009,13766
COL,2009,13304
MYS,2009,11952
HUN,2009,11708
EGY,2009,10687
CHL,2009,10471
ROU,2009,10205
THA,2009,9426
IDN,2009,9149
UKR,2009,8825
HRV,2009,8181
SVK,2009,7342
PAK,2009,6538
SVN,2009,6102
SRB,2009,5807
TUN,2009,5648
NGA,2009,5395
BGR,2009,4917
VEN,2009,4662
SAU,2009,4559
CUB,2009,4349
DZA,2009,4109
MAR,2009,3787
VNM,2009,3188
PER,2009,3147
BGD,2009,3090
LTU,2009,2569
EST,2009,2517
KEN,2009,2388
PHL,2009,2309
LUX,2009,2223
BLR,2009,2199
CRI,2009,2161
TJK,2009,2139
PRI,2009,2048
LKA,2009,1984
ARE,2009,1965
LVA,2009,1957
JOR,2009,1927
IRQ,2009,1924
ETH,2009,1769
CYP,2009,1711
LBN,2009,1630
URY,2009,1517
TZA,2009,1484
GHA,2009,1439
QAT,2009,1323
UGA,2009,1309
ECU,2009,1221
KWT,2009,1217
ISL,2009,1187
BOL,2009,1151
NPL,2009,995
CMR,2009,990
KAZ,2009,932
ARM,2009,919
OMN,2009,887
BIH,2009,847
AZE,2009,841
MKD,2009,807
UZB,2009,777
SSD,2009,752
CIV,2009,751
MNG,2009,728
BEN,2009,714
SEN,2009,669
PAN,2009,648
MAC,2009,637
GEO,2009,619
MMR,2009,584
SDN,2009,557
MOZ,2009,552
MDA,2009,528
VGB,2009,528
JAM,2009,506
GTM,2009,501
REU,2009,492
BFA,2009,486
TTO,2009,461
MLI,2009,454
MWI,2009,433
PRY,2009,429
ZMB,2009,429
ZWE,2009,426
KHM,2009,405
MLT,2009,393
NER,2009,376
BDI,2009,373
BWA,2009,372
SYR,2009,352
PSE,2009,343
YEM,2009,324
BHR,2009,312
GLP,2009,304
LBY,2009,277
MNE,2009,277
MDG,2009,274
COG,2009,269
NIC,2009,266
SLV,2009,258
ALB,2009,239
RWA,2009,235
BRN,2009,219
DOM,2009,219
COD,2009,204
HND,2009,176
FJI,2009,171
GAB,2009,168
NCL,2009,166
STP,2009,159
MUS,2009,155
GUF,2009,149
LIE,2009,142
PNG,2009,139
LAO,2009,138
NAM,2009,137
BLZ,2009,136
GMB,2009,136
AGO,2009,135
MCO,2009,129
BRB,2009,128
SOM,2009,115
MTQ,2009,112
MDV,2009,112
PYF,2009,109
TGO,2009,106
GRD,2009,102
CUW,2009,99
KGZ,2009,96
GUM,2009,84
AFG,2009,79
BMU,2009,74
GNB,2009,65
BHS,2009,64
LSO,2009,61
GRL,2009,60
SWZ,2009,58
GIN,2009,48
FRO,2009,46
VIR,2009,46
CYM,2009,44
KNA,2009,43
TCD,2009,42
HTI,2009,39
SYC,2009,39
ERI,2009,37
LBR,2009,37
SLE,2009,37
ASM,2009,36
VAT,2009,34
CPV,2009,33
MRT,2009,33
CAF,2009,32
PRK,2009,32
IMN,2009,30
ATG,2009,29
GUY,2009,29
DJI,2009,28
GIB,2009,25
SJM,2009,24
BTN,2009,21
VUT,2009,21
TKM,2009,20
USA,2010,812511
CHN,2010,643707
GBR,2010,224588
DEU,2010,204485
FRA,2010,187041
JPN,2010,161672
CAN,2010,114658
ITA,2010,98770
ESP,2010,94376
BRA,2010,90400
AUS,2010,86147
IND,2010,83885
KOR,2010,73805
NLD,2010,62674
RUS,2010,50350
POL,2010,48917
CHE,2010,46083
TWN,2010,44256
BEL,2010,41832
SWE,2010,36073
IRN,2010,31908
TUR,2010,31096
MEX,2010,26967
AUT,2010,24939
DNK,2010,24690
PRT,2010,21775
ISR,2010,21746
GRC,2010,20894
NOR,2010,19585
CZE,2010,19582
FIN,2010,18733
HKG,2010,17820
SGP,2010,17513
ARG,2010,16617
IRL,2010,16460
ZAF,2010,16430
MYS,2010,16288
COL,2010,15773
NZL,2010,14941
CHL,2010,12679
ROU,2010,12521
EGY,2010,12162
HUN,2010,11776
IDN,2010,11646
THA,2010,10936
UKR,2010,9415
HRV,2010,8539
PAK,2010,7817
NGA,2010,7303
SAU,2010,6930
SVK,2010,6897
SRB,2010,6592
SVN,2010,6261
TUN,2010,6171
BGR,2010,5058
CUB,2010,4786
VEN,2010,4452
DZA,2010,4111
MAR,2010,4079
PER,2010,3523
BGD,2010,3513
VNM,2010,3267
LTU,2010,2904
EST,2010,2808
KEN,2010,2673
LUX,2010,2579
PHL,2010,2573
IRQ,2010,2417
JOR,2010,2241
LVA,2010,2241
BLR,2010,2225
ARE,2010,2224
TJK,2010,2176
PRI,2010,2102
ETH,2010,2053
CRI,2010,2010
LKA,2010,1968
CYP,2010,1909
URY,2010,1883
LBN,2010,1729
QAT,2010,1678
UGA,2010,1625
GHA,2010,1597
TZA,2010,1494
ISL,2010,1373
NPL,2010,1346
KWT,2010,1336
ECU,2010,1294
BOL,2010,1182
ARM,2010,1079
CMR,2010,1033
OMN,2010,1013
BIH,2010,1012
KAZ,2010,998
MKD,2010,959
AZE,2010,913
UZB,2010,868
MNG,2010,858
CIV,2010,800
MAC,2010,790
SEN,2010,769
PAN,2010,730
BEN,2010,691
SSD,2010,672
SDN,2010,653
VGB,2010,651
MOZ,2010,611
MMR,2010,596
ZWE,2010,582
GEO,2010,573
REU,2010,553
MDA,2010,514
SYR,2010,511
YEM,2010,506
TTO,2010,505
ZMB,2010,493
BFA,2010,491
JAM,2010,486
PSE,2010,480
BDI,2010,474
MLI,2010,467
GTM,2010,462
MLT,2010,459
PRY,2010,458
ALB,2010,447
MWI,2010,443
KHM,2010,409
NER,2010,402
BWA,2010,395
LBY,2010,378
GLP,2010,356
BHR,2010,330
MNE,2010,320
NIC,2010,319
MDG,2010,295
SLV,2010,270
DOM,2010,263
COD,2010,249
RWA,2010,249
NCL,2010,212
BRN,2010,206
COG,2010,206
MUS,2010,202
FJI,2010,184
LAO,2010,184
GAB,2010,180
HND,2010,180
STP,2010,173
TGO,2010,165
GMB,2010,151
PNG,2010,142
BRB,2010,141
GUF,2010,138
AGO,2010,136
NAM,2010,128
MCO,2010,127
LIE,2010,124
GRD,2010,119
BLZ,2010,116
PYF,2010,115
KGZ,2010,114
MTQ,2010,110
CUW,2010,97
AFG,2010,96
SOM,2010,93
MDV,2010,91
GRL,2010,86
SWZ,2010,85
GUM,2010,83
LSO,2010,73
KNA,2010,72
GNB,2010,71
BHS,2010,69
SLE,2010,65
CYM,2010,62
BMU,2010,61
ERI,2010,59
GIN,2010,50
GUY,2010,48
LBR,2010,47
SYC,2010,47
FRO,2010,45
BTN,2010,43
HTI,2010,43
VIR,2010,40
CPV,2010,38
CAF,2010,35
ASM,2010,33
MRT,2010,33
VUT,2010,32
ATG,2010,31
TKM,2010,29
FLK,2010,28
PRK,2010,28
VAT,2010,28
SJM,2010,27
TCD,2010,25
FSM,2010,24
DJI,2010,23
USA,2012,877714
CHN,2012,640773
GBR,2012,247832
FRA,2012,217941
DEU,2012,216428
JPN,2012,174001
CAN,2012,125237
IND,2012,124862
BRA,2012,121221
ITA,2012,114194
ESP,2012,112230
AUS,2012,104593
KOR,2012,91875
NLD,2012,70243
POL,2012,63103
RUS,2012,58376
CHE,2012,52761
IRN,2012,49617
BEL,2012,48083
TWN,2012,46951
SWE,2012,42537
TUR,2012,39129
DNK,2012,36902
MEX,2012,32841
PRT,2012,29058
AUT,2012,27485
MYS,2012,25820
IDN,2012,23617
ISR,2012,23602
ZAF,2012,23337
CZE,2012,23010
NOR,2012,22911
GRC,2012,22391
FIN,2012,21631
SGP,2012,20738
ARG,2012,20279
COL,2012,20234
HKG,2012,18793
IRL,2012,18042
NZL,2012,16786
EGY,2012,16714
ROU,2012,14401
CHL,2012,14193
THA,2012,14031
HUN,2012,13427
SAU,2012,13425
UKR,2012,12481
PAK,2012,11346
NGA,2012,10109
HRV,2012,9949
SRB,2012,9638
SVK,2012,8691
UZB,2012,8514
TUN,2012,8116
SVN,2012,7520
DZA,2012,6306
BGD,2012,6248
MAR,2012,6056
BGR,2012,5594
CUB,2012,5449
PER,2012,4752
VNM,2012,4666
LTU,2012,4146
VEN,2012,4051
KEN,2012,3650
PHL,2012,3565
IRQ,2012,3515
LUX,2012,3435
EST,2012,3236
ARE,2012,3208
LVA,2012,3082
JOR,2012,2954
QAT,2012,2789
LKA,2012,2717
CRI,2012,2710
BLR,2012,2550
ETH,2012,2537
CYP,2012,2499
NPL,2012,2416
LBN,2012,2388
PRI,2012,2329
URY,2012,2217
GHA,2012,2214
UGA,2012,2062
TJK,2012,2008
TZA,2012,1990
ECU,2012,1707
MKD,2012,1581
BIH,2012,1551
CMR,2012,1537
ISL,2012,1528
KAZ,2012,1429
BOL,2012,1419
KWT,2012,1394
OMN,2012,1383
MNG,2012,1374
ARM,2012,1356
AZE,2012,1209
MAC,2012,1126
SEN,2012,1084
CIV,2012,1036
BEN,2012,1019
ZWE,2012,883
SDN,2012,870
GEO,2012,845
SSD,2012,845
PAN,2012,835
BFA,2012,769
MMR,2012,740
MLT,2012,727
MOZ,2012,714
YEM,2012,700
PSE,2012,668
KHM,2012,656
REU,2012,650
SYR,2012,632
VGB,2012,624
ZMB,2012,623
MDA,2012,609
ALB,2012,606
GTM,2012,605
MWI,2012,596
MLI,2012,578
BWA,2012,558
JAM,2012,552
PRY,2012,532
BDI,2012,517
MNE,2012,501
NER,2012,489
BHR,2012,480
TTO,2012,468
HND,2012,464
NIC,2012,464
RWA,2012,453
GLP,2012,414
COD,2012,386
LBY,2012,379
MDG,2012,349
BRN,2012,331
SLV,2012,304
DOM,2012,290
FJI,2012,278
MUS,2012,273
COG,2012,242
STP,2012,225
NAM,2012,222
LAO,2012,221
AGO,2012,213
TGO,2012,207
GAB,2012,206
PNG,2012,182
NCL,2012,178
GRD,2012,177
GMB,2012,172
KGZ,2012,172
PYF,2012,172
GUF,2012,165
MCO,2012,159
BRB,2012,157
LIE,2012,154
MTQ,2012,142
ATG,2012,139
GRL,2012,139
MDV,2012,138
AFG,2012,134
SOM,2012,132
GIN,2012,130
GUM,2012,112
CUW,2012,102
GNB,2012,85
HTI,2012,83
SWZ,2012,79
BHS,2012,78
SLE,2012,78
KNA,2012,70
PRK,2012,70
BLZ,2012,65
MRT,2012,64
ASM,2012,63
BMU,2012,62
LSO,2012,60
CAF,2012,59
CYM,2012,58
SYC,2012,57
TCD,2012,48
SMR,2012,46
FRO,2012,45
CPV,2012,44
GIB,2012,44
SJM,2012,40
TKM,2012,38
GUY,2012,37
DJI,2012,36
LBR,2012,35
SUR,2012,35
BTN,2012,33
ERI,2012,32
VIR,2012,31
DMA,2012,28
USA,2011,865677
CHN,2011,701734
GBR,2011,235302
DEU,2011,203765
FRA,2011,202676
JPN,2011,168242
CAN,2011,122089
ESP,2011,107043
ITA,2011,105136
BRA,2011,102247
IND,2011,99635
AUS,2011,97247
KOR,2011,83443
NLD,2011,67257
POL,2011,55693
RUS,2011,53718
CHE,2011,47527
TWN,2011,46899
BEL,2011,44304
IRN,2011,43174
SWE,2011,38656
TUR,2011,34995
DNK,2011,34211
MEX,2011,31228
AUT,2011,26502
PRT,2011,25455
GRC,2011,22683
ISR,2011,22507
NOR,2011,21508
MYS,2011,21292
CZE,2011,21081
ZAF,2011,20595
FIN,2011,20313
SGP,2011,19234
HKG,2011,18584
ARG,2011,18274
COL,2011,18006
IRL,2011,17898
NZL,2011,17298
IDN,2011,15056
CHL,2011,14230
EGY,2011,14011
ROU,2011,12911
HUN,2011,12802
THA,2011,11687
SAU,2011,10271
UKR,2011,9843
PAK,2011,9504
HRV,2011,9369
NGA,2011,8694
SRB,2011,8198
SVK,2011,7650
TUN,2011,7482
SVN,2011,7079
BGR,2011,6041
DZA,2011,5173
MAR,2011,5170
CUB,2011,5089
VEN,2011,4513
BGD,2011,4040
VNM,2011,3946
PER,2011,3886
CRI,2011,3618
LTU,2011,3269
KEN,2011,3085
EST,2011,3033
LUX,2011,3020
ARE,2011,2782
LVA,2011,2719
PHL,2011,2640
IRQ,2011,2598
JOR,2011,2529
BLR,2011,2439
ETH,2011,2435
LKA,2011,2268
TJK,2011,2246
LBN,2011,2151
CYP,2011,2147
QAT,2011,2109
URY,2011,2077
PRI,2011,2004
GHA,2011,1800
UGA,2011,1759
TZA,2011,1665
NPL,2011,1638
ISL,2011,1467
ECU,2011,1363
KWT,2011,1363
MKD,2011,1315
MNG,2011,1297
BOL,2011,1296
BIH,2011,1259
CMR,2011,1253
OMN,2011,1211
ARM,2011,1153
KAZ,2011,1116
AZE,2011,1070
MAC,2011,1009
SEN,2011,915
SDN,2011,873
UZB,2011,823
BEN,2011,818
CIV,2011,762
PAN,2011,734
SSD,2011,722
ZWE,2011,719
YEM,2011,671
REU,2011,668
GEO,2011,663
MOZ,2011,662
MMR,2011,657
MDA,2011,598
SYR,2011,580
BFA,2011,576
PRY,2011,566
BWA,2011,560
GTM,2011,560
VGB,2011,539
MLT,2011,535
ZMB,2011,534
PSE,2011,527
NIC,2011,525
MLI,2011,523
JAM,2011,516
KHM,2011,512
MWI,2011,503
ALB,2011,499
TTO,2011,489
BHR,2011,466
BDI,2011,403
NER,2011,402
GLP,2011,379
MNE,2011,359
MDG,2011,348
RWA,2011,311
SLV,2011,305
COD,2011,279
LBY,2011,273
DOM,2011,269
COG,2011,261
GAB,2011,240
FJI,2011,230
BRN,2011,222
LAO,2011,222
MUS,2011,219
HND,2011,190
BRB,2011,184
STP,2011,170
NAM,2011,169
GRD,2011,164
GUF,2011,162
KGZ,2011,158
TGO,2011,156
PNG,2011,154
AGO,2011,149
GMB,2011,148
MDV,2011,147
MCO,2011,145
NCL,2011,144
MTQ,2011,143
ATG,2011,135
LIE,2011,135
GUM,2011,134
PYF,2011,129
AFG,2011,124
GRL,2011,122
BLZ,2011,114
SOM,2011,114
CUW,2011,109
SWZ,2011,80
BHS,2011,74
GNB,2011,74
ASM,2011,68
CYM,2011,67
LSO,2011,65
SLE,2011,65
VIR,2011,57
GIN,2011,56
BMU,2011,55
CAF,2011,55
FRO,2011,54
SYC,2011,53
PRK,2011,46
KNA,2011,45
GUY,2011,44
HTI,2011,44
LBR,2011,44
MRT,2011,44
TKM,2011,42
TCD,2011,41
JEY,2011,40
CPV,2011,39
VUT,2011,37
BTN,2011,35
ERI,2011,35
WSM,2011,29
DJI,2011,28
SMR,2011,28
SJM,2011,27
USA,2007,703629
CHN,2007,461615
GBR,2007,190396
FRA,2007,160514
DEU,2007,158072
JPN,2007,153509
CAN,2007,95585
ITA,2007,81479
ESP,2007,71299
AUS,2007,67039
BRA,2007,63790
IND,2007,57880
KOR,2007,52922
NLD,2007,48561
RUS,2007,42887
POL,2007,37250
CHE,2007,36655
TWN,2007,35377
BEL,2007,32083
SWE,2007,29099
TUR,2007,24756
MEX,2007,21756
ISR,2007,19339
AUT,2007,19245
CZE,2007,18683
DNK,2007,18450
GRC,2007,17847
IRN,2007,16585
FIN,2007,15015
PRT,2007,14516
NOR,2007,14436
HKG,2007,14075
SGP,2007,13020
IRL,2007,12292
ARG,2007,11937
NZL,2007,11802
ZAF,2007,11728
HUN,2007,10556
COL,2007,8967
CHL,2007,8535
EGY,2007,8056
UKR,2007,8036
THA,2007,7285
ROU,2007,7098
MYS,2007,6121
IDN,2007,5765
HRV,2007,5517
SVK,2007,5410
SVN,2007,5116
PAK,2007,4795
TUN,2007,4430
SRB,2007,4346
BGR,2007,4295
NGA,2007,4268
VEN,2007,4222
CUB,2007,3475
DZA,2007,3375
MAR,2007,3295
SAU,2007,2798
PER,2007,2649
BLR,2007,2294
LTU,2007,2280
BGD,2007,2246
VNM,2007,2165
EST,2007,2072
KEN,2007,1948
PRI,2007,1787
PHL,2007,1661
LVA,2007,1565
ARE,2007,1558
LUX,2007,1519
CRI,2007,1461
JOR,2007,1445
ETH,2007,1435
LBN,2007,1283
TZA,2007,1218
URY,2007,1213
CYP,2007,1199
GHA,2007,1135
LKA,2007,1133
KWT,2007,1058
UGA,2007,1016
IRQ,2007,986
NPL,2007,957
ARM,2007,919
CMR,2007,918
QAT,2007,892
ISL,2007,882
BOL,2007,837
SEN,2007,722
SSD,2007,721
UZB,2007,720
ECU,2007,717
OMN,2007,700
KAZ,2007,687
AZE,2007,580
VGB,2007,580
MKD,2007,573
MNG,2007,571
BIH,2007,543
PAN,2007,535
CIV,2007,519
BEN,2007,517
GEO,2007,504
MMR,2007,467
ZWE,2007,451
MDA,2007,425
TJK,2007,423
MOZ,2007,422
MLI,2007,407
BFA,2007,390
SDN,2007,390
MWI,2007,368
BWA,2007,366
MAC,2007,357
JAM,2007,354
REU,2007,346
ZMB,2007,335
NER,2007,332
TTO,2007,330
GTM,2007,319
BDI,2007,312
KHM,2007,304
PSE,2007,301
MLT,2007,294
SYR,2007,286
PRY,2007,274
NIC,2007,262
GLP,2007,260
BHR,2007,247
YEM,2007,225
MNE,2007,221
MDG,2007,219
RWA,2007,200
LBY,2007,199
DOM,2007,198
GUF,2007,182
COG,2007,179
BRN,2007,178
SLV,2007,172
ALB,2007,167
BLZ,2007,162
FJI,2007,161
COD,2007,152
NCL,2007,130
BRB,2007,129
GMB,2007,123
TGO,2007,120
LAO,2007,119
STP,2007,118
MUS,2007,116
PNG,2007,116
MDV,2007,107
GAB,2007,106
KGZ,2007,101
AGO,2007,99
MCO,2007,99
HND,2007,98
NAM,2007,98
CUW,2007,95
GRD,2007,88
LIE,2007,84
PYF,2007,71
AFG,2007,69
MTQ,2007,69
GNB,2007,66
GRL,2007,63
GIN,2007,62
BMU,2007,61
GUM,2007,58
SOM,2007,49
BHS,2007,48
ERI,2007,48
LSO,2007,48
KNA,2007,44
SWZ,2007,42
VIR,2007,41
CAF,2007,40
TCD,2007,37
SYC,2007,36
HTI,2007,34
SLE,2007,31
ASM,2007,30
IMN,2007,29
PRK,2007,28
MRT,2007,27
FRO,2007,26
LBR,2007,26
TKM,2007,26
FLK,2007,25
GIB,2007,24
FSM,2007,23
GUY,2007,22
CPV,2007,21
DMA,2007,21
